Codigo   Nome
5037     Manutenção de Linhas de Transmissão  Energia Elétrica Energ.Até 500kv                                                   
5045     Manutenção de Linhas de Transmissão Energia Elétrica  Energ.Acima de 500kv                                              
5053     Manutenção de Torres de Linhas de Transmissão                                                                           
5061     Manutenção de Linhas de Distribuição de Energia Elétrica Desenergizada                                                  
5070     Manutenção de Linhas de Distribuição Energia Elétrica Energizada                                                        
5088     Manutenção de Usinagem Até 5t                                                                                           
5096     Manutenção de Usinagem Acima de 5t                                                                                      
5100     Transporte Marítimo - Internacional / Nacional                                                                          
5118     Transporte Marítimo e Fluvial - Carga  Excepcional  Indivisível                                                         
5126     Transporte Rodoviário - Equipamentos Elétricos de Proteção e Controle                                                   
5134     Transporte Rodoviário - Óleo Isolante                                                                                   
5142     Transporte Rodoviário - Carga Pesada ou Dimensões Especiais Até 50t                                                     
5150     Transporte Rodoviário - Carga Pesada ou Dimensões Especiais de 50 Até 100t                                              
5169     Transporte Rodoviário - Carga Pesada ou Dimensões Especiais de 100 Até 150t                                             
5177     Transporte Rodoviário - Carga Pesada ou Dimensões Especiais de 150 Até 200t                                             
5185     Transporte Rodoviário - Carga Pesada ou Dimensões Especiais Acima de 200t                                               
5193     Transporte Rodoviário - Substâncias Perigosas /  Graneleiros                                                            
5207     Transporte Rodoviário - Substâncias Perigosas por Veículos  Comuns                                                      
5215     Transporte Rodoviário - Postes                                                                                          
5223     Transporte de Carga de Temperatura Controlada                                                                           
5231     Transporte Rodoviário - Containers                                                                                      
5240     Transporte Rodoviário - Veículos                                                                                        
5258     Remoção de Carga Até 80t                                                                                                
5266     Remoção de Carga Acima de 80t                                                                                           
5274     Poda de Árvores em Linhas de Distribuição Desenergizadas                                                                
5282     Poda de Árvores em Linhas de Distribuição Energizadas                                                                   
5290     Instalação / Manutenção - Pisos Elevados                                                                                
5304     INSTALAçãO / MANUTENçãO - PISOS ALTA RESISTêNCIA                                                                        
5312     Instalação / Manutenção - Piso Geral                                                                                    
5320     Refeições Industriais - Preparo / Distribuição                                                                          
5339     Treinamento na Área de Meio Ambiente                                                                                    
5347     Treinamento na Área de Qualidade                                                                                        
5355     Leitura Medidor - Energia Elétrica                                                                                      
5363     Prestação de Serviços de Garçon                                                                                         
5380     Prestação de Serviços de Apoio Administrativo                                                                           
5398     Prestação de Serviços de Informática                                                                                    
5401     Locação de Equipamento para Tratamento de Óleo Isolante                                                                 
5410     Manutenção e Reparo de Móveis / Utensílios de Escritório                                                                
5428     Manutenção Aparelhos Médicos - Hospitalares                                                                             
5436     Chaveiro                                                                                                                
5444     Manutenção de Arquivos Fixos, Giratórios ou Móveis                                                                      
5452     Confecção de Placas / Distintivos / Quadros / Artefatos de  Acrílico / Metal / Laminado / Pvc                           
5460     Confecção de Fotolito                                                                                                   
5479     Manutenção - Equipamentos Gráficos / Impressoras / Scanners                                                             
5487     Análise Clínica, Anatomia Patológica e Citopatologia                                                                    
5495     Análise Química Bromatológica                                                                                           
5517     Manutenção e Reparo de Equipamento Audio / Visual                                                                       
5525     Câmbio - Moeda Estrangeira                                                                                              
5533     Despacho de Carga / Encomenda Via  Aérea/Terrestre  -  Nacional/Internacional                                           
5541     Ortopedia                                                                                                               
5550     Radiologia Óssea                                                                                                        
5568     Fisioterapia                                                                                                            
5576     Banco de Dados - Programa ( Software ) de Gerenciamento                                                                 
5584     Instalação de Película de Proteção                                                                                      
5592     Instalação / Manutenção Hidrossanitárias                                                                                
5606     Instalação / Manutenção Elétrica - Predial, Industrial                                                                  
5622     Obras Civis Públicas ( Construção )                                                                                     
5630     Serviço Imobiliário                                                                                                     
5649     Enrolamento ( Rebobinamento ) de Campo de Gerador Elétrico                                                              
5657     Enrolamento de Campo de Motor Elétrico                                                                                  
5665     Enrolamento do Rotor do Gerador Elétrico                                                                                
5673     Rede - Programa ( Software ) de Gerenciamento                                                                           
5681     Diagnose e Terapia - Radiodianóstico                                                                                    
5690     Diagnose e Terapia - Ressonância Magnética                                                                              
5703     Diagnose e Terapia - Tomografia Computadorizada                                                                         
5711     Diagnose e Terapia - Ultra-Sonografia                                                                                   
5720     Manutenção de Aparelho de Raio - X                                                                                      
5738     Manutenção em Processadora de Raio - X                                                                                  
5746     Manutenção em Aparelho de Ultra - Som                                                                                   
5754     Manutenção em Aparelho de Ondas - Curtas                                                                                
5762     Manutenção em Aparelho Eletroestimulador                                                                                
5770     Manutenção em Aparelho de Microondas                                                                                    
5789     Instalação/ Manutenção de Vidro Temperado/Laminado/Cristal  Acrílico /Em Porta / Janela / Box                           
5797     Manutenção em Equipamentos de Consultório Odontológico                                                                  
5800     Instalação / Manutenção Vidro Comum - Porta / Janela                                                                    
5819     Confecção e Instalação de Cortina                                                                                       
5827     Manutenção / Reparo Máquina Copiadora / DUPLICADORA                                                                     
5835     Manutenção em Projetor de Imagem                                                                                        
5843     Manutenção de Veículos Pesados - Parte Elétrica                                                                         
5851     Manutenção de Veículos Leves - Parte Elétrica                                                                           
5860     Manutenção de Veículos Leves - Parte Mecânica                                                                           
5878     Manutenção de Veículos Pesados - Parte Mecânica                                                                         
5886     Lanternagem - Veículos Leves                                                                                            
5894     Lanternagem - Veículos Pesados                                                                                          
5908     Serviço Odontológico                                                                                                    
5916     Consulta Médica - Clínica Geral                                                                                         
5924     Exame de Otorrinolaringologia                                                                                           
5932     Ensino Especial - Deficiente Auditivo                                                                                   
5940     Consulta Médica - Otorrinolaringologia ( Ouvido )                                                                       
5959     Consulta Médica - Fonoaudiologia                                                                                        
5967     Fonoaudiologia - Terapia                                                                                                
5975     Manutenção em Máquina Franqueadora Postal                                                                               
5983     Manutenção em Máquina de Contar Notas e Moedas                                                                          
5991     Manutenção em Máquina Fragmentadora de Papel                                                                            
6009     Manutenção em Máquina Autenticadora de Cheque / Documento                                                               
6017     Manutenção em Máquina de Assinar                                                                                        
6025     Aplicação de Papel de Parede                                                                                            
6033     Revestimento de Parede com Cortiça                                                                                      
6041     Instalação de Tapete / Carpete                                                                                          
6050     Serviço Fotográfico                                                                                                     
6068     Consulta Médica - Cardiologia                                                                                           
6076     Consulta Médica - Endocrinologia                                                                                        
6084     Consulta Médica - Gastroenterologia                                                                                     
6092     Consulta Médica - Geriatria / Gerontologia                                                                              
6106     Consulta Médica - Hepatologia                                                                                           
6114     Consulta Médica - Hematologia                                                                                           
6122     Consulta Médica - Infectologia                                                                                          
6130     Consulta Médica - Neurologia                                                                                            
6149     Consulta Médica - Pediatria                                                                                             
6157     Consulta Médica - Pneumologia                                                                                           
6165     Consulta Médica - Psiquiatria                                                                                           
6173     Consulta Médica - Reumatologia                                                                                          
6181     Consulta Médica - Nefrologia                                                                                            
6190     Nefrologia - Diálise Peritoneal                                                                                         
6203     Nefrologia - Hemodiálise                                                                                                
6211     Nefrologia - Hemoperfusao                                                                                               
6220     Nefrologia - Punção Biópsia Renal Percutânea                                                                            
6238     Nefrologia - Hemofiltração                                                                                              
6246     Nefrologia - Plasmaférese                                                                                               
6254     Nefrologia - Implante de Cateter Venoso Central para Hemodiálise                                                        
6262     Nefrologia - Diálise Peritoneal Crônica                                                                                 
6270     Nefrologia - Hemodiálise Crônica                                                                                        
6289     Nefrologia - Diálise Peritoneal Ambulatorial Contínua ( Capd )                                                          
6297     Nefrologia - Instalação de Cateter Permanente para Diálise  Peritoneal                                                  
6300     Nefrologia - Retirada de Cateter Tenckhoff                                                                              
6319     Nefrologia - Transplante Renal                                                                                          
6327     Nefrologia - Transplante Renal - Punção Aspirativa Renal  para Diagnóstico de Rejeição                                  
6335     Anestesiologia - Anestesia para Bloqueios Não Convencionais                                                             
6343     Anestesiologia - Anestesia para Exames Radiológicos e Ultra - Sonográficos - Medicos                                    
6351     Nutrição Parenteral e Enteral - Procedimentos  Clínicos /   Cirúrgicos em Pacientes Internados.                         
6360     Alergologia - Aplicação de Hipossensibilizante                                                                          
6378     Alergologia - Tratamento para Recuperação do Asmático                                                                   
6386     Alergologia - Hipossensibilização Específica                                                                            
6394     Alergologia - Hipossensibilização Inespecífica                                                                          
6408     Alergologia - Hipossensibilização com Produtos Autógenos                                                                
6416     Alergologia - Provas Imuno-Alérgicas Bacterianas                                                                        
6424     Alergologia - Provas Imuno-Alérgicas para Fungos                                                                        
6432     Alergologia - Provas de Provocação                                                                                      
6440     Alergologia - Provas de Prausnitz-Kustner                                                                               
6459     Alergologia - Testes Cutâneos de Leitura Imediata                                                                       
6467     Alergologia - Testes de Contato                                                                                         
6475     Alergologia - Testes de Contato com Fotossensibilização                                                                 
6483     Alergologia - Testes Imuno - Alérgicos ´ In Vitro ´                                                                     
6491     Cardiologia - Eletrocardiograma - Ecg                                                                                   
6505     Cardiologia - Teste Ergométrico ( Te ) em Bicicleta ou em Esteira                                                       
6513     Cardiologia - Monitorização Eletrocardiográfica Programada  com Transcrição Nao Continua                                
6521     Cardiologia - Eletrocardiografia Dinâmica Sistema Holter                                                                
6530     Cardiologia - Ecocardiograma Unidimensional                                                                             
6548     Cardiologia - Ecocardiograma Bidimensional                                                                              
6556     Cardiologia - Ecocardiograma Bidimensional com Doppler                                                                  
6564     Cardiologia - Ecocardiograma Bidimensional com Mapeamento de Fluxo a Cores                                              
6572     Cardiologia - Ecodoppler de Esforço ou Stress Farmacológico                                                             
6580     Cardiologia - Ecodoppler de Carótidas                                                                                   
6599     Cardiologia - Ecodoppler Vertebral ou Vascular Periférico                                                               
6602     Cardiologia - Ecodoppler de Carótidas, Mapeamento de Fluxo a Cores                                                      
6610     Cardiologia - Ecodoppler Fetal                                                                                          
6629     Cardiologia - Ecodoppler Fetal, Mapeamento de Fluxo a Cores                                                             
6637     Cardiologia - Ecodoppler Transesofágico                                                                                 
6645     Cardiologia - Ecodoppler Transoperatório Epicárdico                                                                     
6653     Cardiologia - Ecodoppler Transoperatório Esofágico                                                                      
6661     Cardiologia - Fonomecanocardiografia em Papel Fotográfico ou em Inscrição Direta                                        
6670     Cardiologia - Vectocardiograma em Papel Fotográfico                                                                     
6688     Cardiologia - Cardioversão Elétrica Eletiva ( Avaliação  Clínica, Eletrocardiográfica para Desfibrilação )              
6696     Cardiologia - Marca - Passo Temporário a Beira do Leito.                                                                
6700     Cardiologia - Monitorização Pré Operatória em Cirurgia Geral                                                            
6718     Cardiologia - Monitorização Ambulatorial de Pressão Arterial                                                            
6726     Cardiologia - Cárdio-Estimulação Transesofágica (Cete)  Terapêutica ou Diagnóstica                                      
6734     Exame Anatomo Patológico Pré-Operatório                                                                                 
6742     Exame Anatomo Patológico por Órgão - Bíopsia ou Bíopsia Aspirativa                                                      
6750     Exame Citopatológico Oncótico de Líquidos ( Ascitico,   Pleural, Urina, Escarro, Etc. )                                 
6769     Exame Citopatológico Cérvico - Vaginal Oncótico e Microflora                                                            
6777     Exame Citopatológico Hormonal Seriado                                                                                   
6785     Necropsia de Adulto e Criança                                                                                           
6793     Necropsia de Feto                                                                                                       
6807     Anatomia Patológica e Citopatologia - Revisão de Lâminas                                                                
6815     Exame Citopatológico Hormonal Isolado                                                                                   
6823     Anatomia Patológica e Citopatologia - Imunoperoxidase ( por Anticorpo Primário )                                        
6831     Ato de Coleta de Punção Aspirativa por Agulha Fina, de Estruturas Cutâneas                                              
6840     Ato Da Coleta Punção Biópsia Aspirativa, por Agulha Fina, de Órgão ou Estruturas Cutâneas                               
6858     Ato Da Coleta Punção Biópsia Aspirativa, por Agulha Fina, de Estrutura Profunda Intravitaria ( Torax, Abdominal, Osso)  
6866     Anatomia Patológica e Citopatologia - Hibridização Molecular                                                            
6874     Eletroencefalograma em Vigília ( sem Foto Estimulação )                                                                 
6882     Eletroencefalograma em Vigília ( com Foto Estimulação )                                                                 
6890     Eletroencefalograma com Compressão Carotídea                                                                            
6904     Eletroencefalograma Esfenoidal ou Naso-Faríngeo                                                                         
6912     Eletroencefalograma em Sono e Vigília                                                                                   
6920     Ecoencefalograma                                                                                                        
6939     Electrencefalografia e Neurofisiologia Clínica - Potencial Evocado Visual                                               
6971     Polissonografia                                                                                                         
6980     Eletroneuromiografia                                                                                                    
7005     Eletroencefalograma Prolongado                                                                                          
7013     Mapeamento Cerebral com Potencial Evocado                                                                               
7021     Mapeamento Cerebral com Eletroencefalograma                                                                             
7030     Endoscopia Digestiva Diagnóstica - Colangiopancreatografia  Retrograda                                                  
7048     Endoscopia Digestiva Diagnóstica - Colonoscopia                                                                         
7056     Endoscopia Digestiva Alta - Diagnóstica                                                                                 
7064     Endoscopia Digestiva Diagnóstica - Laparoscopia                                                                         
7072     Endoscopia Digestiva Diagnóstica - Retossigmoidoscopia  Rígida / Flexível                                               
7080     Endoscopia Digestiva Cirúrgica - Colocação de Prótese Coledociana por Via Endoscopica                                   
7099     Endoscopia Digestiva Cirúrgica - Dilatação Esôfago com Ogivatipo Eder Puestow                                           
7102     Endoscopia Digestiva Cirúrgica - Dilatação Esôfago com Balão Pneumático                                                 
7110     Endoscopia Digestiva Cirúrgica - Dilatação Esôfago com Velas                                                            
7129     Endoscopia Digestiva Cirúrgica - Esclerose Varizes  Esofageanas                                                         
7137     Endoscopia Digestiva Cirúrgica - Introdução Endoscópica  de Prótese Esofageana                                          
7145     Endoscopia Digestiva Cirúrgica - Polipectomia de Esôfago, Estômago ou Duodeno                                           
7153     Endoscopia Digestiva Cirúrgica - Papilotomia  Endoscópica   Retirada de Cálculos Coledocianos ou Drenagem Biliar        
7161     Endoscopia Digestiva Cirúrgica - Polipectomia de Cólon                                                                  
7170     Endoscopia Digestiva Cirúrgica - Retirada de Corpo Estranho do Esôfago, Estômago ou Duodeno                             
7188     Endoscopia Digestiva Cirúrgica - Divertuculectomia  do Esôfago                                                          
7196     Endoscopia Digestiva Cirúrgica - Gastrostomia Endoscópica                                                               
7200     Endoscopia Digestiva Cirúrgica - Passagem de Sonda por Endoscopia                                                       
7218     Endoscopia Digestiva Cirúrgica - Bíopsia / Citologia ( Endoscopia Alta ou Baixa )                                       
7226     Endoscopia Digestiva Cirúrgica - Esvaziamento Líquido Ascitico por Laparoscopia                                         
7234     Endoscopia Digestiva Cirúrgica - Lise de Bridas por  Laparoscopia                                                       
7242     Endoscopia Digestiva Cirúrgica - Hemostasia por Laparoscopia                                                            
7250     Endoscopia Digestiva Cirúrgica - Drenagem Cavitária por Laparoscopia                                                    
7269     Endoscopia Digestiva Cirúrgica - Bíopsia por Laparoscopia                                                               
7277     Endoscopia Digestiva Cirúrgica - Retirada de Corpo Estranho do Cólon                                                    
7285     Endoscopia Digestiva Cirúrgica - Hemostasia do Cólon                                                                    
7293     Endoscopia Digestiva Cirúrgica - Descompressão Colônica por Colonoscopia                                                
7307     Endoscopia Digestiva Cirúrgica - Tamponamento de Varizes Esofagianas                                                    
7315     Endoscopia Digestiva Cirúrgica - Hemostasia em Esôfago, Estômago ou Duodeno ( Patologia Nao Varicosa )                  
7323     Laringoscopia Direta para Diagnóstico, Colheita de Material E/Ou Biópsia                                                
7331     Laringoscopia Direta com Retirada de Corpo Estranho                                                                     
7340     Laringoscopia Direta com Exérese de Pólipo / Nódulo / Papiloma                                                          
7358     Laringoscopia Direta com Microscópia para Exérese de Pólipo / Nódulo                                                    
7366     Laringoscopia Direta com Microscópia - Exérese de Papiloma                                                              
7374     Laringoscopia com Laser para Exérese de Papiloma / Pólipo / Nódulo / Tumor                                              
7382     Laringoscopia Direta com Dilatação para Estenose                                                                        
7390     Traqueoscopia para Diagnóstico,  Colheita  Material  e / ou Biópsia                                                     
7404     Traqueoscopia com Retirada de Corpo Estranho                                                                            
7412     Traqueoscopia com Retirada de Papiloma                                                                                  
7420     Traqueoscopia com Dilatação para Estenose                                                                               
7439     Broncoscópia Rígida para Diagnóstico, Colheita de Material E/Ou Biópsia                                                 
7447     Broncoscópia Rígida com Retirada de Corpo Estranho                                                                      
7455     Broncoscópia Rígida com Retirada de Papiloma                                                                            
7463     Broncoscópia Flexível com Biópsia Transbrônquica                                                                        
7471     Broncoscópia Rígida com Dilatação para Estenose                                                                         
7480     Broncografia por Hemitorax                                                                                              
7498     Broncoscópia Flexível para Diagnóstico, Colheita de Material E/Ou Biópsia                                               
7501     Broncoscópia Flexível para Retirada de Corpo Estranho                                                                   
7510     Broncoscópia Flexível com Lavado Broncoalveolar                                                                         
7528     Laringoscopia Flexível com Exérese Endoscópica de Tumor                                                                 
7536     Exame Fisiátrico - Cronaximetria                                                                                        
7544     Exame Fisiátrico - Curva I/T                                                                                            
7552     Exame Fisiátrico - Eletrodiagnóstico                                                                                    
7560     Exame Fisiátrico - Exame Muscular                                                                                       
7579     Exame Fisiátrico - Teste de Heald                                                                                       
7587     Exame Fisiátrico - Pesquisa Eletroneuromiográfica                                                                       
7595     Exame Fisiátrico - Potencial Evocado Auditivo                                                                           
7609     Exame Fisiátrico - Potencial Somato- Sensitivo                                                                          
7617     Exame Fisiátrico - Potencial Evocado Visual                                                                             
7625     Exame Fisiátrico - Biofeedback com Emg                                                                                  
7633     Tratamento de Ataxia                                                                                                    
7641     Tratamento de Distrofia Simpático - Reflexo                                                                             
7650     Tratamento de Hemiplegia e Hemiparesia                                                                                  
7668     Tratamento de Lesão Nervosa Periférica Afetando Mais  de Um Nervo com Alteração Sensitiva ou Motora                     
7676     Tratamento de Lesão Nervosa Periférica Afetando Um Nervo com Alteração Sensitiva ou Motora                              
7684     Tratamento de Miopatia                                                                                                  
7692     Tratamento de Monoplegia                                                                                                
7706     Tratamento de Paraplegia ou Paraparesia                                                                                 
7714     Tratamento de Paralisia Cerebral ( Tratamento Motor )                                                                   
7722     Assistência Fisiátrica - Tratamento de Patologia Neurológica com Sequela                                                
7730     Tratamento de Parkinson                                                                                                 
7749     Tratamento de Quadriplegia ou Quadriparesia                                                                             
7757     Tratamento de Retardo do Desenvolvimento Psico - Motor ( Tratamento Global / Motor )                                    
7765     Tratamento de Distúrbio Circulatório Artério-Venoso  e Linfático                                                        
7773     Assistência Fisiátrica Respiratória em Paciente Internado com Ventilação Mecânica                                       
7781     Assistência Fisiátrica - Respiratória Doente Clínico Internado                                                          
7790     Assistência Fisiátrica - Respiratória Pré e Pós-Operatório  Condições Cirúrgícas                                        
7803     Tratamento de Doenças Pulmonares Atendidas em Ambulatório                                                               
7811     Tratamento de Paciente com D.P.O.C. em Atendimento  Ambulatorial Necessitando Redução e Reabilitação Respiratória       
7820     Tratamento de Alteração Ordem Reumática Afetando Um ou Mais Membros                                                     
7838     Tratamento de Alteração Degenerativa ou Inflamatória  Afetando Um ou Mais Segmentos Da Coluna Vertebral                 
7846     Tratamento de Alteração Degenerativa ou Inflamatória  Afetando Segmentos Da Coluna Vertebral e Membros                  
7854     Tratamento - Amputação Unilateral ou Bilateral ( Preparação do Coto )                                                   
7862     Tratamento de Contusões                                                                                                 
7870     Tratamento de Desvio Postural Da Coluna Vertebral                                                                       
7889     Tratamento de Entorses                                                                                                  
7897     Tratamento de Traumatismo Nos Tendões                                                                                   
7900     Tratamento de Sequela de Traumatismo Toráxico ou Abdominal                                                              
7919     Tratamento de Queimadura Afetando Mais de Uma Região                                                                    
7927     Tratamento Fisiátrico de Patologia Ortopédica Que  Afeta  Um Membro ou Mais                                             
7935     Tratamento - Amputação Unilateral ou Bilateral ( Treinamento Protético )                                                
7943     Assistência Fisiátrica - Paciente Hipo ou Agenesia de Membro                                                            
7951     Tratamento de Paciente com Doença Isquêmica do Coração                                                                  
7960     Tratamento de Paciente - Pós-Operatório de Cirurgia Cardíaca                                                            
7978     Tratamento de Paciente Portador de Cardiopatia                                                                          
7986     Tratamento de Paciente sem Doença Coronariana  Clínicamente Manifesta                                                   
7994     Tratamento de Paciente com Doença Dermatológica Sensível a  Actinoterapia                                               
8001     Confecção de Prótese Ortopédica                                                                                         
8010     Bloqueio Fenólico de Pontos Motores                                                                                     
8028     Bloqueio Anestésico Simpático                                                                                           
8036     Tratamento - Infiltração Articular ou Tecidos Moles                                                                     
8044     Tratamento de Doenças Urológicas                                                                                        
8052     Tratamento de Processos Inflamatórios Pélvicos                                                                          
8060     Atendimento Fisiátrico - Pré e Pós-Parto                                                                                
8079     Tratamento de Sinusites                                                                                                 
8087     Exame Genético - Cariotipo Simples ou com Bandas ( Sangue / Medula )                                                    
8095     Exame Genético - Cariotipo com Bandas ( Líquido Amniótico,  Pele, Embrionário ou Fetal )                                
8109     Exame Genético - Cromatina Sexual ( Saliva, Urina, Líquido  Aminiótico )                                                
8117     Exame Genético - Dermatóglifo                                                                                           
8125     Hemoterapia - Processamento - Unidade de Concentrado de Hemácias / Hemácias Lavadas                                     
8133     Hemoterapia - Processamento - Unidade de Concentrado de  Leucócito                                                      
8141     Hemoterapia - Processamento - Unidade de Concentrado de  Plaquetas                                                      
8150     Hemoterapia - Processamento - Unidade de Crioprecipitado de Fator Anti-Hemofílico                                       
8168     Hemoterapia - Processamento - Unidade Plasma                                                                            
8176     Hemoterapia - Processamento de Sangue Total                                                                             
8184     Hemoterapia - Plasmaferese Terapêutica                                                                                  
8192     Hemoterapia - Sangria Terapêutica                                                                                       
8206     Tratamento - Exsanguíneo Transfusão                                                                                     
8214     Tratamento - Tranfusão Fetal Intrauterina                                                                               
8222     Exame Antígeno Austrália ( Hbsag ) Ha por Unidade de Sangue Total                                                       
8230     Exame Antígeno Austrália ( Hbsag ) - Componente Hemoterápico                                                            
8249     Exame Antígeno Austrália ( Hbsag ) Rie ou Eie por Unidade de Sangue Total                                               
8257     Exame Antígeno Austrália ( Hbsag ) Rie ou Eie por Componente Hemoterápico                                               
8265     Exame Chagas Ha por Unidade de Sangue Total                                                                             
8273     Exame Chagas Ha por Componente Hemoterápico                                                                             
8281     Exame Chagas Ifi por Unidade de Sangue Total                                                                            
8290     Exame Chagas Ifi por Componente Hemoterápico                                                                            
8303     Exame Chagas Ifi, Ha e Rfc - Reações Sorológicas por Unidade de Sangue Total                                            
8311     Exame Chagas Ifi,Ha e Rfc - Reações Sorológicas por Componentes Hemoterápicos                                           
8320     Exame Chagas Rfc ( Machado Guerreiro ) por Unidade de Sangue Total                                                      
8338     Exame Chagas Rfc ( Machado Guerreiro ) por Componente Hemoterápico                                                      
8346     Exame Eletroforese de Hemoglobina -  Unidade de Sangue Total                                                            
8354     Exame Eletroforese de Hemoglobina -  Componente Hemoterápico                                                            
8362     Exame Grupo Sanguíneo Abo e Rh                                                                                          
8370     Exame Malária - Ifi por Unidade de Sangue Total                                                                         
8389     Exame Malária - Ifi por Componente Hemoterápico                                                                         
8397     Pesquisa de Anti-Corpos Séricos ( Irregulares )                                                                         
8400     Pesquisa de Anti - Hbc por Unidade de Sangue Total                                                                      
8419     Exame Pesquisa de Anti - Hbc por Componente Hemoterápico                                                                
8427     Pesquisa de Anti - Hiv - Eie por Unidade de Sangue Total                                                                
8435     Pesquisa de Anti - Hiv por Componente Hemoterápico                                                                      
8443     Prova de Compatibilidade Pré - Transfusional Completa                                                                   
8451     Exame Sífilis - Fta - Abs por Unidade de Sangue Total                                                                   
8460     Exame Sífilis - Fta - Abs por Componente Hemoterápico                                                                   
8478     Exame Sífilis - Ha por Unidade de Sangue Total                                                                          
8486     Exame Sífilis - Ha por Componente Hemoterápico                                                                          
